2025-09-13 17:51:34 | INFO | utils.logger:test_start:113 | 🚀 Test Started: test_registration_and_login_flow
2025-09-13 17:51:34 | INFO | utils.logger:info:62 | 启动 chrome 浏览器，headless模式: False
2025-09-13 17:51:39 | INFO | utils.logger:data_operation:129 | 📊 Data Operation: Generated test user data (User)
2025-09-13 17:51:44 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Page loaded
2025-09-13 17:51:44 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Opened page on 'https://automationexercise.com/login'
2025-09-13 17:51:44 | INFO | utils.logger:step:86 | 🔸 STEP: Opened login page
2025-09-13 17:51:44 | INFO | utils.logger:step:86 | 🔸 STEP: Verifying login page loaded
2025-09-13 17:51:44 | INFO | utils.logger:assertion:109 | 🔍 Assertion: Element visibility | Expected: 'visible' | Actual: 'visible'
2025-09-13 17:51:44 | INFO | utils.logger:assertion:109 | 🔍 Assertion: Element visibility | Expected: 'visible' | Actual: 'visible'
2025-09-13 17:51:44 | INFO | utils.logger:step:86 | 🔸 STEP: Signing up new user: 芳 杨
2025-09-13 17:51:44 | INFO | utils.logger:step:86 | 🔸 STEP: Filling signup form with name: 芳 杨, email: caoqiang@example.com
2025-09-13 17:51:44 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'xpath='//input[@data-qa='signup-name']''
2025-09-13 17:51:44 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Sent keys on 'xpath='//input[@data-qa='signup-name']' text='芳 杨''
2025-09-13 17:51:45 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'xpath='//input[@data-qa='signup-email']''
2025-09-13 17:51:45 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Sent keys on 'xpath='//input[@data-qa='signup-email']' text='caoqiang@example.com''
2025-09-13 17:51:45 | INFO | utils.logger:step:86 | 🔸 STEP: Clicking signup button
2025-09-13 17:51:45 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element clickable on 'xpath='//button[@data-qa='signup-button']''
2025-09-13 17:51:51 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Clicked element on 'xpath='//button[@data-qa='signup-button']''
2025-09-13 17:51:51 | INFO | utils.logger:step:86 | 🔸 STEP: Verifying signup page loaded
2025-09-13 17:51:51 | INFO | utils.logger:assertion:109 | 🔍 Assertion: Element visibility | Expected: 'visible' | Actual: 'visible'
2025-09-13 17:51:51 | INFO | utils.logger:step:86 | 🔸 STEP: Completing registration for user: 芳
2025-09-13 17:51:51 | INFO | utils.logger:step:86 | 🔸 STEP: Selecting title: Mr
2025-09-13 17:51:51 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element clickable on 'id='id_gender1''
2025-09-13 17:51:51 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Clicked element on 'id='id_gender1''
2025-09-13 17:51:51 | INFO | utils.logger:step:86 | 🔸 STEP: Filling account information
2025-09-13 17:51:51 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'id='password''
2025-09-13 17:51:52 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Sent keys on 'id='password' text='*K!CgtHp1U7j''
2025-09-13 17:51:52 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'id='days''
2025-09-13 17:51:52 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Selected dropdown on 'id='days' value='1''
2025-09-13 17:51:52 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'id='months''
2025-09-13 17:51:52 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Selected dropdown on 'id='months' text='January''
2025-09-13 17:51:52 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'id='years''
2025-09-13 17:51:52 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Selected dropdown on 'id='years' value='1990''
2025-09-13 17:51:52 | INFO | utils.logger:step:86 | 🔸 STEP: Checking newsletter subscription
2025-09-13 17:51:52 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element clickable on 'id='newsletter''
2025-09-13 17:51:52 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Clicked element on 'id='newsletter''
2025-09-13 17:51:52 | INFO | utils.logger:step:86 | 🔸 STEP: Checking special offers
2025-09-13 17:51:52 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element clickable on 'id='optin''
2025-09-13 17:51:52 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Clicked element on 'id='optin''
2025-09-13 17:51:52 | INFO | utils.logger:step:86 | 🔸 STEP: Filling address information
2025-09-13 17:51:52 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'id='first_name''
2025-09-13 17:51:52 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Sent keys on 'id='first_name' text='芳''
2025-09-13 17:51:52 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'id='last_name''
2025-09-13 17:51:52 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Sent keys on 'id='last_name' text='杨''
2025-09-13 17:51:53 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'id='company''
2025-09-13 17:51:53 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Sent keys on 'id='company' text='Black, Kim and Martinez''
2025-09-13 17:51:53 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'id='address1''
2025-09-13 17:51:53 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Sent keys on 'id='address1' text='005 Brown Trail
Peckshire, AK 31014''
2025-09-13 17:51:53 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'id='address2''
2025-09-13 17:51:53 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Sent keys on 'id='address2' text='Apt. 196''
2025-09-13 17:51:53 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'id='country''
2025-09-13 17:51:53 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Selected dropdown on 'id='country' text='India''
2025-09-13 17:51:53 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Element visible on 'id='state''
2025-09-13 17:51:54 | INFO | utils.logger:page_action:105 | 🔄 Page Action: Sent keys on 'id='state' text='Nevada''
